site_name,avulsion_year,av_type,site_area,year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur
R44,1989,retrogradational,Tropical Island,2016.0,1.912740815324289,1.8237680964720326,2.346400668793703,2.16711921853353,2.834866589861576,1.5442552826053826
R44,1989,retrogradational,Tropical Island,2017.0,0.09265495644002236,0.15937592480018314,0.7854301592497556,0.8383932881189148,0.4235790678362221,0.6501977419539751
R44,1989,retrogradational,Tropical Island,2018.0,-0.20951851078135486,-0.15533870165105718,0.028896575854207757,0.09694773577157785,-0.1537714656064682,0.22488110509127354
R44,1989,retrogradational,Tropical Island,2019.0,-1.681510721049087,-1.904083774451674,1.9143966774888506,1.8226400612416045,-1.2065871442372564,-3.234609912779829
R45,1987,retrogradational,Tropical Island,1984.0,-2.2140859792316645,-2.6580123088103833,-1.6389536399262208,-2.072690294924152,-1.1004751619443867,-0.8654871720951732
R45,1987,retrogradational,Tropical Island,1985.0,0.7399304393066816,0.7533829242600559,-0.6101268004954683,-0.5945570943638019,-0.2031454715707079,0.1610945856048417
R45,1987,retrogradational,Tropical Island,1986.0,-1.1776404780052718,-1.1775590777453278,-0.8696926935308378,-0.9264835097348548,-1.4145405535751743,-1.781793687673206
R45,1987,retrogradational,Tropical Island,1987.0,-0.03329602870050998,0.0632219136974631,-0.870400477642453,-0.9274209644449131,0.021186951022711824,0.3130488655112991
R45,1987,retrogradational,Tropical Island,1988.0,0.709900238823107,0.7283113913001481,0.06339618477022058,0.17227313393582516,0.3352523426534994,0.49440315081530917
R45,1987,retrogradational,Tropical Island,1989.0,-1.2052246994172933,-1.2116991051035229,-0.8355503730390115,-0.8814798819721626,-1.1902081309817547,-1.0563134384054655
R45,1987,retrogradational,Tropical Island,1990.0,0.3728697029185142,0.43779628161417056,0.2490543145327853,0.36362765403053465,0.06605343554139577,0.3409610998582249
